date,t2m,sp,rh,wind_speed,pwv,tp
2023-04-17 09:00:00,308.75,998.4666666666667,29.566666666666663,0.9666666666666667,17.508575906254162,0.0001
2023-04-17 09:05:00,308.54999999999995,998.5,32.06666666666667,0.6666666666666666,17.839131331223697,0.0001
2023-04-17 09:10:00,308.4833333333333,998.4666666666667,31.866666666666664,0.6333333333333333,17.529435578842907,0.0001
2023-04-17 09:15:00,308.34999999999997,998.4,32.166666666666664,0.7333333333333334,17.947207369651075,0.0001
2023-04-17 09:20:00,308.2833333333333,998.5,33.23333333333334,0.4666666666666666,18.378804498875773,0.0001
2023-04-17 09:25:00,308.34999999999997,998.5,35.36666666666667,0.43333333333333335,19.340084725625573,0.0001
2023-04-17 09:30:00,308.34999999999997,998.6666666666666,39.03333333333333,0.10000000000000002,18.879610773464137,0.0001
2023-04-17 09:35:00,308.21666666666664,998.7000000000002,35.800000000000004,0.3666666666666667,19.15721457693356,0.0001
2023-04-17 09:40:00,307.1166666666667,998.7000000000002,36.56666666666667,0.0,18.929995046585482,0.0001
2023-04-17 09:45:00,307.7833333333333,998.7000000000002,34.83333333333333,0.3333333333333333,19.066187718870424,0.0001
2023-04-17 09:50:00,307.5833333333333,998.7000000000002,33.63333333333333,0.5333333333333333,19.750617546776084,0.0001
2023-04-17 09:55:00,307.1166666666667,998.7999999999998,34.166666666666664,0.3666666666666667,20.262409335196867,0.0001
2023-04-17 10:00:00,306.84999999999997,998.7999999999998,35.03333333333333,0.20000000000000004,19.94177271738774,0.0001
2023-04-17 10:05:00,306.75,999.0,35.03333333333333,0.3333333333333333,19.364386100414894,0.0001
2023-04-17 10:10:00,306.65,999.1,35.3,0.3666666666666667,19.01153238793297,0.0001
2023-04-17 10:15:00,306.4833333333333,999.1666666666666,36.03333333333333,0.06666666666666667,18.740096745567634,0.0001
2023-04-17 10:20:00,306.34999999999997,999.1,38.666666666666664,0.0,18.498288058373276,0.0001
2023-04-17 10:25:00,306.1166666666667,999.2000000000002,37.9,0.4000000000000001,18.702286972009194,0.0001
2023-04-17 10:30:00,305.65,999.2000000000002,39.5,0.16666666666666666,18.67491441717445,0.0001
2023-04-17 10:35:00,305.51666666666665,999.4,40.03333333333334,0.10000000000000002,18.68188799371987,0.0001
2023-04-17 10:40:00,305.34999999999997,999.4,40.333333333333336,0.03333333333333333,19.01481080676805,0.0001
2023-04-17 10:45:00,305.1166666666667,999.5,41.13333333333333,0.2333333333333333,18.900384513098864,0.0001
2023-04-17 10:50:00,304.91666666666663,999.6,42.0,0.03333333333333333,19.233112772912513,0.0001
2023-04-17 10:55:00,304.65,999.7000000000002,42.86666666666667,0.03333333333333333,18.2103235809785,0.0001
2023-04-17 11:00:00,304.45,999.7999999999998,44.06666666666666,0.4333333333333333,17.836307802844132,0.0001
2023-04-17 11:05:00,304.25,999.9,44.833333333333336,0.2333333333333333,18.359683394358328,0.0001
2023-04-17 11:10:00,303.95,999.9,45.79999999999999,0.6333333333333333,18.635221279265558,0.0001
2023-04-17 11:15:00,303.84999999999997,1000.0,47.1,0.06666666666666667,18.135847942644315,0.0001
2023-04-17 11:20:00,303.65,1000.0333333333333,47.6,0.03333333333333333,17.624841230291597,0.0001
2023-04-17 11:25:00,303.45,1000.1,48.03333333333333,0.2333333333333333,17.556348448234274,0.0001
2023-04-17 11:30:00,303.25,1000.1,48.833333333333336,0.06666666666666667,17.701247831969358,0.0001
2023-04-17 11:35:00,303.04999999999995,1000.1,48.9,0.10000000000000002,19.353587813929533,0.0001
2023-04-17 11:40:00,302.91666666666663,1000.2000000000002,49.333333333333336,0.0,20.741103096086675,0.0001
2023-04-17 11:45:00,302.65,1000.2999999999998,51.36666666666667,0.06666666666666667,21.4984935651389,0.0001
2023-04-17 11:50:00,302.4833333333333,1000.4666666666667,51.96666666666667,0.23333333333333336,22.807739469714985,0.0001
2023-04-17 11:55:00,302.34999999999997,1000.6,52.06666666666666,0.06666666666666667,22.256077089413576,0.0001
2023-04-17 12:00:00,302.34999999999997,1000.7000000000002,51.833333333333336,0.43333333333333335,22.265580447794118,0.0001
2023-04-17 12:05:00,302.34999999999997,1000.7999999999998,51.79999999999999,0.3,22.153868334060927,0.0001
2023-04-17 12:10:00,302.34999999999997,1000.9,52.4,0.20000000000000004,21.761156718696224,0.0001
2023-04-17 12:15:00,302.34999999999997,1001.0,51.79999999999999,0.13333333333333333,21.7075729231337,0.0001
2023-04-17 12:20:00,302.25,1001.2000000000002,52.36666666666667,0.2333333333333333,21.815430285234843,0.0001
2023-04-17 12:25:00,302.15,1001.4,52.333333333333336,0.5333333333333333,21.850263062180602,0.0001
2023-04-17 12:30:00,302.15,1001.5,52.86666666666667,0.4666666666666666,21.591291399449947,0.0001
2023-04-17 12:35:00,302.15,1001.6333333333333,53.36666666666667,0.7333333333333334,22.192021109976473,0.0001
2023-04-17 12:40:00,302.15,1001.7000000000002,53.9,0.9333333333333332,22.021667948483675,0.0001
2023-04-17 12:45:00,302.15,1001.7999999999998,53.70000000000001,0.3333333333333333,22.901561285890892,0.0001
2023-04-17 12:50:00,302.19166666666666,1001.8833333333332,53.37500000000001,0.375,23.64726430802517,0.0001
2023-04-17 12:55:00,302.15,1002.0,53.43333333333334,0.13333333333333333,23.89200832592027,0.0001
2023-04-17 13:00:00,302.15,1002.0,53.800000000000004,0.4666666666666666,24.173971082969867,0.0001
2023-04-17 13:05:00,302.15,1002.1,55.833333333333336,0.0,24.083516195000477,0.0001
